"Дата","Название","ИНН","Адрес","Сайт","Признаки, установленные Банком России","Деятельность прекращена","Дополнительно"
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РИК""","2904030958","165300, Архангельская обл., Котласский р-он, г. Котлас, ул. К Маркса, д. 7, оф. 332",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РИЛЭЙБЛ""","7730240914","121096, г. Москва, ул. Василисы Кожиной, д. 14, корп. 7, кв. 109","bestru.ru/advertisements/show/99865404","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РОДИЙ""","9709024248","101000, г. Москва, пер. Колпачный, д. 6, стр. 5, эт. подвал, П II, К 22, оф. 4А","mkk-rodiy.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РУБЛЬ-ЭКСПРЕСС""","7839094355","190020, г. Санкт-Петербург, наб. Обводного канала, д. 211-213, лит. А, пом. 1Н, оф. 302",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РУСБЕРИ""","7736318250","119311, г. Москва, пр-т Вернадского, д. 11/19, эт. подвал, пом. IVА, комн. 3, оф. 41",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РФГ""","1831193145","426011, Удмуртская Республика, г. Ижевск, ул. Максима Горького, д. 79, пом. 84",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""САЙДА""","1407008566","678230, Республика Саха (Якутия), Верхневилюйский улус, с. Андреевский, ул. Солнечная, д. 25",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""САМОЛЕТ ЗАЙМ""","9710046172","127006, г. Москва, ул. Садовая-Триумфальная, д. 16, стр. 3, Э 1, пом. I, К 2","samolet-zaim.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""САХА ЭКСПРЕСС ЗАЙМ""","1424009640","678290, Республика Саха (Якутия), Сунтарский улус, с. Сунтар, ул. Петра Иванова, д. 10 корп. Б",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""САХАЗАЙМТАЙМ""","1435336294","677014, Республика Саха (Якутия), г. Якутск, ул. Кузьмина, д. 37, кв. 4",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""САЯНСКИЙ ЦЕНТР ЗАЙМОВ""","3814034893","666302, Иркутская обл, г. Саянск, микрорайон Солнечный, д. 8 кв. 73",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СВЕТОФОР""","5404088063","630032, Новосибирская обл., г. Новосибирск, ул. Станционная, д. 2А офис 468",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СЕВЕРНЫЙ ГОРОД""","5190083185","183038, Мурманская обл., г. Мурманск, пр. Ленина, д. 47, офис 309",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СЕМЕЙНЫЙ ФОНД""","6617017051","624992, Свердловская обл., г. Серов, ул. Октябрьской революции, д. 2, помещение 2","s-fond24.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СЕФИР""","6658523258","620034, Свердловская обл., г. Екатеринбург, ул. Колмогорова, д. 3, этаж 6, офис 604/1",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИБИРСКАЯ КРЕДИТНО-СБЕРЕГАТЕЛЬНАЯ КОРПОРАЦИЯ""","2460113977","660075, Красноярский край, г. Красноярск, ул. Маерчака, д. 16, пом. 7","sibirksk.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИБИРСКИЙ ЗАЕМНЫЙ ДОМ""","5504149104","644070, Омская обл., г. Омск, ул. Куйбышева, д. 43, пом. 8П",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИБИРСКОЕ КРЕДИТНОЕ БЮРО"" (СКБ)","7017372730","634062, Томская обл., г. Томск, ул. Клюева, д. 3А, кв. 39","skb70.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИБИРСКОЕ ФИНАНСОВОЕ АГЕНТСТВО""","2225131366","656043, Алтайский край, г. Барнаул, Социалистический пр-т, д. 35",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИГМА""","7801303320","199004, г. Санкт-Петербург, наб. Макарова, д. 20/17, пом. 20-Н",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИГНАХИ""","7720440872","111024, г. Москва, ул. Энтузиастов 2-Я, д. 5, эт. 3, пом. V, комн. 17, оф. 12",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИНИЦА""","2540220149","690003, Приморский край, г. Владивосток, ул. Верхнепортовая, д. 12А, оф. 401","мфосиница.рф","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИТИ ФИНАНС""","3811142668","664022, Иркутская обл., г. Иркутск, ул. Коммунистическая, д. 65","757525.рф","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СИТИЛАЙФ""","7813252046","197136, г. Санкт-Петербург, ул. Полозова, д. 23, лит. А, пом. 3-Н","citylife-spb.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СЛУЖБА ЭКОНОМИЧЕСКОЙ ПОМОЩИ""","7708345679","107140, г. Москва, пер. Красносельский 1-й, д. 3, э подвал 1, пом. I, комн. 75, оф. 2А",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СОВЕРШЕНСТВО""","9729150794","119634, г. Москва, шоссе Боровское, д. 13, эт. 3, пом. I, комн. 11","perfect-loan.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СОДРУЖЕСТВО""","3528274943","162614, Вологодская обл., г. Череповец, ул. Вологодская, д. 19",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СОСТОЯНИЕ""","2465258743","660077, Красноярский край, г. Красноярск, ул. 78 добровольческой бригады, д. 10, оф. 162",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СОХО""","6140011518","346780, Ростовская обл., г. Азов, проспект Зои Космодемьянской, д. 62, пом. 54","mkk-soho.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СПФИНАНС""","0278949338","450001, Республика Башкортостан, г. Уфа, ул. Левченко, дом 2",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СТАРМИКС""","7720462749","123112, г. Москва, Пресненская наб., д. 12, эт. 54, пом. V, ком. 1","starmiks.ru, mkk-starmix.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СТАРТЛАЙФ""","5252041090","606100, Нижегородская обл., Павловский район, г. Павлово, Базарная площадь, дом 2",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СТАТУМ""","3805999609","665702, Иркутская обл., г. Братск, Падун, пер. Дубынинский, д. 12, кв. 7",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СТИМУЛ"" ","5904374721","614002, Пермский край, г. Пермь, ул. Чернышевского, д. 13, оф.1",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СТЭФФ""","0274944610","450106, Республика Башкорстостан, г. Уфа, ул. Степана Кувыкина, д. 19, корп. А",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ТАВДАЗАЙМ""","7224079867","626022, Тюменская обл., Нижнетавдинский район, с. Нижняя Тавда, ул. Чкалова, д. 13",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ТЕМП""","4706033541","197110, г. Санкт-Петербург, ул. Большая Зеленина, д. 21, литер А, пом 7Н часть 13","zaymmicro.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ТИАРА""","7751041204","119017, г. Москва, ул. Новокузнецкая, д. 1, стр. 3, оф. 52","mkk-tiara.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ТОТЕМ""","2464141414","660052, Красноярский край, г. Красноярск, ул.Затонская, д.32, пом.38, оф.402","totem-mkk.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""У ПЕТРОВИЧА""","1410008615","678200, Республика Саха (Якутия), Вилюйский у, г. Вилюйск, ул. Советская, д. 5 корп. 1",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""УДОБНО-ДЕНЬГИ ТАЙМЫР"" ","2469002622","647000, Красноярский край, Таймырский Долгано-Ненецкий район, г. Дудинка, ул. Матросова, д. 3 офис 20",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""УДОБНО-ДЕНЬГИ""","6679014861","620144, Свердловская обл., г. Екатеринбург, ул. Куйбышева, д.55, офис 526",,"Признаки нелегального кредитора",0,
